Cumulo,RA,DEC
Pangui 1,37.174899619185,58.4366635278157
Pangui 1,30.8362127785986,59.6590157330366
Pangui 1,30.3635076171878,58.9991448441759
Pangui 1,33.6494791533719,65.8549879955095
Pangui 1,31.664616452352,66.2122760236618
Pangui 1,34.1074116117473,64.9379243685422
Pangui 1,30.1123529519893,65.9892677356542
Pangui 1,34.4800937478712,70.8613491777141
Pangui 1,36.5343478670401,67.5600159863993
Pangui 1,34.453190760579,69.3642884438272
Pangui 1,31.021598905719,69.0015226879774
Pangui 1,27.0065732516662,66.2037275354487
Pangui 1,26.3189905373287,74.3858514672768
Pangui 1,34.2644090344426,62.9396791607895
Pangui 1,27.6817114264554,68.7567311361505
Pangui 1,37.0071256195312,67.9346498321463
Pangui 1,26.25606175667,68.1593123196124
Pangui 1,29.7649970634565,61.3419816229158
Pangui 1,41.0813115198553,64.9715075417963
Pangui 1,28.195208331416,69.564718781061
Pangui 1,33.9753292696506,70.0775834174506
Pangui 1,42.8220703147754,67.2625989886685
Pangui 1,29.7842585916721,62.0924396502737
Pangui 1,33.8366581490514,74.2731046781094
Pangui 1,39.6292651047618,69.0463299556757
Pangui 1,36.2247418522629,67.693804057644
Pangui 1,37.4923267566276,68.8443234581921
Pangui 1,39.3631773730445,66.4098380811991
Pangui 1,32.3500941458798,59.5065047631098
Pangui 1,32.5137001494151,64.7752200447176
Pangui 1,38.8027566768453,64.0786751253216
Pangui 1,31.7803763365527,68.1115260559905
Pangui 1,49.7916121273448,69.0860305165097
Pangui 1,44.0740384939813,58.5313847509544
Pangui 1,31.309968751204,58.2245850295509
Pangui 1,34.5634364216584,66.339743431022
Pangui 1,31.4509903503741,59.3584071092327
Pangui 1,31.8684560024552,68.1141559986131
Pangui 1,36.158941405645,65.3306508713259
Pangui 1,33.929701834998,66.7452034085801
Pangui 1,37.6882907950965,65.4285764454901
Pangui 1,25.0094057547872,63.7998271979731
Pangui 1,32.0131283925634,64.0741498474391
Pangui 1,32.3047803754574,59.8616784574426
Pangui 1,39.1773627024121,70.0436396036501
Pangui 1,33.8987312499583,67.0304483969512
Pangui 1,30.6549544333791,61.3549349174418
Pangui 1,29.2111930208593,67.5159583993428
Pangui 1,33.3632771260614,66.4221220458116
Pangui 1,31.9352836133445,69.4789737871619
Pangui 1,34.4171464115913,61.4390127434963
Pangui 1,32.4718643180624,66.8979858825784
Pangui 1,31.9967145898872,64.8214090043115
Pangui 1,34.0817417570436,60.7354464959506
Pangui 1,40.7612300986983,62.5431637654537
Pangui 1,34.2068207773831,65.2168320855313
Pangui 1,36.1065181597464,68.6176334381598
Pangui 1,29.1348547830922,59.2993848492802
Pangui 1,30.3508907817922,65.1690023533568
Pangui 1,30.3153184258553,65.9762280944957
Pangui 1,35.3553950769112,63.3518287351679
Pangui 1,31.7040324568671,63.9071779746508
Pangui 1,29.8664293637379,65.726438633353
Pangui 1,36.5401465946922,63.5843029228723
Pangui 1,31.2238950326245,68.2370051626443
Pangui 1,29.1797762629981,64.6135579907998
Pangui 1,27.2888041779788,61.8388541561421
Pangui 1,35.5317788230394,72.8286361825262
Pangui 1,24.4478388866283,66.72591702188
Pangui 1,36.5515046178144,65.7486225814949
Pangui 1,32.5834613177839,65.0651615990434
Pangui 1,39.5976169759811,64.2058282136543
Pangui 1,37.0263255514954,69.8717953314634
Pangui 1,37.5037289819686,64.6141519336616
Pangui 1,36.3713976465837,57.1495824478187
Pangui 1,32.0132119417248,64.9244168427878
Pangui 1,35.4226958420164,58.0459834455967
Pangui 1,39.3579171396155,60.3743999335363
Pangui 1,31.5485287056876,67.3804991183868
Pangui 1,38.2838892498421,71.1453396182145
Pangui 1,33.4328164305393,65.8852312238408
Pangui 1,26.3404910559814,67.6847835710827
Pangui 1,38.4872620123314,60.7297725841357
Pangui 1,31.8314130701405,67.6337206519045
Pangui 1,29.8055739559406,64.0586366884387
Pangui 1,33.888139410543,60.4198169740049
Pangui 1,37.9191809039335,70.4223183394696
Pangui 1,32.8065007186348,61.6811084466932
Pangui 1,32.0089490187643,63.4986515220146
Pangui 1,42.435106742986,66.2291678395162
Pangui 1,35.939700365153,62.5733999529741
Pangui 1,35.4831825831857,56.5410676213828
Pangui 1,34.4296409521298,65.1029950246976
Pangui 1,38.6342371849454,63.3803832634995
Pangui 1,36.7095387081989,65.677728198336
Pangui 1,32.6523658655151,61.0081264309261
Pangui 1,31.6059385048251,66.7581462976293
Pangui 1,30.992096055298,68.0387240822048
Pangui 1,28.8558026582364,70.0255199360401
Pangui 1,32.9069028407133,58.8546845456987
Pangui 1,32.7190939704096,66.0322681231735
Pangui 1,29.2475980261005,63.4776882301477
Pangui 1,31.7501046883489,64.3863611322387
Pangui 1,36.8154631588814,63.7169387085686
Pangui 1,30.1364602847849,67.1997274130779
Pangui 1,41.3610576557255,74.2166711324416
Pangui 1,34.9711240588294,61.5010411973208
Pangui 1,33.2606726404296,70.6764150639453
Pangui 1,36.7988498877159,66.9491272631329
Pangui 1,42.2077324237613,63.9213543595764
Pangui 1,30.225039439152,68.3481727415858
Pangui 1,31.1316519391451,63.5303478983937
Pangui 1,31.9191348291637,65.0951133754004
Pangui 1,34.6397453110649,63.3000248255692
Pangui 1,23.1361903934108,68.8879048069381
Pangui 1,33.650605486882,63.3392549831902
Pangui 1,33.5910317768221,69.1165544307852
Pangui 1,31.9022186964892,65.9186111534974
Pangui 1,35.575212382416,58.9741057505092
Pangui 1,36.8278732534544,62.9722712106574
Pangui 1,33.6957138570371,65.2219785904546
Pangui 1,39.7481724195568,78.4948121034892
Pangui 1,38.2684351650158,69.8791732692642
Pangui 1,33.0538832217665,64.7650550455193
Pangui 1,35.3766470327303,61.5291280808587
Pangui 1,25.3269388856096,67.7414691243886
Pangui 1,31.8563336046734,71.8840389424976
Pangui 1,33.727984613015,71.8474466670735
Pangui 1,26.3486107536059,67.9748068545996
Pangui 1,30.008443655856,67.6622038642207
Pangui 1,32.2416495119082,61.7726228121628
Pangui 1,23.8956949665497,67.0532248010098
Pangui 1,32.88983956785,60.5676932380352
Pangui 1,31.7971387323322,67.3317167797791
Pangui 1,38.0113264658473,65.6276397052101
Pangui 1,40.4974799477841,67.3586058194379
Pangui 1,38.7330704310786,68.0503909651244
Pangui 1,32.6337244134485,58.6734135057181
Pangui 1,24.6024199895503,60.2503666763839
Pangui 1,38.3053219278453,57.50932586761
Pangui 1,31.0322559726272,72.853076356186
Pangui 1,29.6010042140564,68.1050746020449
Pangui 1,35.9472231143657,64.2136340174786
Pangui 1,28.5215954131597,71.738792995288
Pangui 1,36.6199476117216,55.462863213001
Pangui 1,38.5599875094874,65.8309414428374
Pangui 1,37.1175786714376,67.2827934948529
Pangui 1,36.4010849870177,58.512549494746
Pangui 1,25.3929490957922,53.9408028492402
Pangui 1,33.0824953894551,66.8188009939357
Pangui 1,37.2202624890427,62.4193043241612
Pangui 1,36.2815473368009,61.8649507017822
Pangui 1,30.9901079634363,68.4487695808149
Pangui 1,31.3558678606254,68.3630130348097
Pangui 1,36.4226087511628,65.4652238888569
Pangui 1,38.3871442572993,77.0763351301019
Pangui 1,39.3239674153275,65.2615055091615
Pangui 1,39.0047492912656,67.3229989549402
Pangui 1,32.006800053708,68.913023143903
Pangui 1,25.737883463388,62.0937375115844
Pangui 1,32.5525515883393,70.2356449738266
Pangui 1,28.3790020145225,74.0851904444433
Pangui 1,40.0670074924607,67.7725326626714
Pangui 1,35.1319647184057,63.7654161145102
Pangui 1,28.5004434472581,66.0298972075596
Pangui 1,34.6186725444606,69.0490400112804
Pangui 1,37.2806922022688,64.264477484222
Pangui 1,30.7399063621718,63.5676821000889
Pangui 1,26.5973107668645,69.2312815220366
Pangui 1,30.9753104538134,60.3926685189081
Pangui 1,26.5286864623662,58.9542628034456
Pangui 1,31.2774734653124,61.8168598759645
Pangui 1,27.301556493081,67.7779755676395
Pangui 1,38.3596745076094,65.9733132763784
Pangui 1,30.0287002372995,69.2448768547475
Pangui 1,33.0553445926373,58.1298665546963
Pangui 1,31.9517636339678,60.4357953253524
Pangui 1,33.8988806571814,60.8127403628918
Pangui 1,26.8841850974202,68.5098580399132
Pangui 1,38.7334216060392,56.860996799709
Pangui 1,35.7137404371963,64.7003394678643
Pangui 1,33.8871054605038,65.9735335717629
Pangui 1,35.2140089045362,64.8722402034028
Pangui 1,38.3918347202522,71.6557975914158
Pangui 1,27.6553579753385,64.6002689782419
Pangui 1,29.8424236753004,67.0043296972357
Pangui 1,30.4450852322924,71.6650010372563
Pangui 1,32.4402250397974,75.8414360083336
Pangui 1,39.3793298248522,63.0987203196379
Pangui 1,33.1514763607965,64.399221709896
Pangui 1,39.8629399348594,63.9430569347965
Pangui 1,38.8266347814012,72.3048158612716
Pangui 1,32.907497737093,62.5496803391555
Pangui 1,34.5684011741597,62.8074471506587
Pangui 1,29.9920383619761,63.9028537753835
Pangui 1,29.2187609345122,69.3269688877711
Pangui 1,27.6784080520002,64.2434832267213
Pangui 1,36.4556932713484,55.5779285305359
Pangui 1,35.2085467022964,64.9071271169848
Pangui 1,41.4561779664892,61.4888846351498
Pangui 1,36.9334685951097,58.554545812946
Pangui 1,29.4775159143349,61.070712601169
Pangui 1,29.5685180820335,57.8237127827067
Pangui 1,30.4437600604501,65.8998196829927
Pangui 1,35.8844755129566,70.5702233846933
Pangui 1,33.5967902316683,68.2179809995855
Pangui 1,39.8071643530013,58.4627778071067
Pangui 1,32.6990993912274,67.4437809399985
Pangui 1,28.7786503038416,67.4695651939061
Pangui 1,36.8460845052801,66.906265711042
Pangui 1,33.309417264578,66.1700635444795
Pangui 1,36.8437106149372,64.6320703389006
Pangui 1,34.8546612428253,62.9591313748412
Pangui 1,33.6286256733982,60.6835435372085
Pangui 1,35.441100297009,65.0676759494932
Pangui 1,28.5355537544068,73.176569205137
Pangui 1,38.6491196870072,66.3679464773298
Pangui 1,33.3169194952449,71.1745569395602
Pangui 1,41.9198088731236,66.4812578745367
Pangui 1,34.5983034730357,69.5315047340419
Pangui 1,29.3464812663368,60.1923371388517
Pangui 1,37.9263764742716,66.4283298145505
Pangui 1,38.6859782020658,61.8969685478503
Pangui 1,31.0836615000106,61.8668762440721
Pangui 1,35.9513343759194,64.9300592351575
Pangui 1,34.7020170252305,67.3482662056655
Pangui 1,33.0797573522116,58.090125782555
Pangui 1,40.6273783395586,62.4836540690419
Pangui 1,30.732866105001,62.2129698625025
Pangui 1,34.3956451611354,65.5169073815928
Pangui 1,32.6212735339173,65.447795843691
Pangui 1,33.8799485009358,61.838876813762
Pangui 1,33.2144262433961,61.3640080178733
Pangui 1,36.0836117614712,66.3236174703463
Pangui 1,33.4817488776058,58.9838967154234
Pangui 1,40.2484076275503,66.1456150129072
Pangui 1,38.2291963562643,65.3871891642639
Pangui 1,31.988539355338,67.7764121227964
Pangui 1,32.7386057827614,69.0050307648116
Pangui 1,34.3769478928046,57.9191559432239
Pangui 1,33.7744917287556,70.5890951512146
Pangui 1,36.2704808134774,69.5892485539505
Pangui 1,33.3963299224113,65.0698730262854
Pangui 1,38.950175887251,61.7349361665949
Pangui 1,32.706084679096,63.7497186893414
Pangui 1,38.5200681811378,58.1095387956977
Pangui 1,33.2086461600346,67.5875673895583
Pangui 1,30.8388642388785,71.0440639725881
Pangui 1,30.470726793433,62.9584405066458
Pangui 1,35.4606961882871,63.07956687987
Pangui 1,38.0751694917311,67.6223580600867
Pangui 1,38.0394859052425,63.4710241336083
Pangui 1,25.9652763733267,71.5388588954803
Pangui 1,31.6585667781227,65.9690331198706
Pangui 1,28.9419373650358,67.2930536546739
Pangui 1,37.3857816945813,64.7141779181896
Pangui 1,40.4015876104847,67.2988116956565
Pangui 1,36.042346375573,65.8963049075795
Pangui 1,32.4379822847271,62.3548496964292
Pangui 1,33.3212891418974,74.0499730690363
Pangui 1,35.145218246391,62.2479852704149
Pangui 1,31.0256630773007,74.5458868849199
Pangui 1,37.2408757067813,64.7674727852166
Pangui 1,30.8675342909411,68.6294051898422
Pangui 1,34.8356540932665,69.0606439810814
Pangui 1,28.1619614291725,68.2224012798864
Pangui 1,30.7078228641321,64.6616737792609
Pangui 1,21.6441712046401,66.8848196878317
Pangui 1,25.6152994380695,58.8689440568557
Pangui 1,38.4073316471728,63.8988479527274
Pangui 1,20.4933244648346,67.0928295766741
Pangui 1,35.7429734259777,62.2876437511303
Pangui 1,30.2350700027142,63.8828409900898
Pangui 1,35.2661483714153,63.3384129763067
Pangui 1,31.1548467192096,62.2542955544381
Pangui 1,35.6837234266645,69.6622222822781
Pangui 1,26.7342487013108,64.7665602239995
Pangui 1,30.7731660490306,69.9365126914313
Pangui 1,29.6967125044952,69.0679487419352
Pangui 1,33.0355330005545,66.09139809999
Pangui 1,38.2623232504578,62.5005755463087
Pangui 1,37.3251461690396,66.1941882286328
Pangui 1,32.0548063334929,72.7146087944217
Pangui 1,32.3606956936675,68.0886124256255
Pangui 1,38.2466777663752,66.4490986897229
Pangui 1,30.1639418499913,69.4174769972354
Pangui 1,38.0603724044605,60.7958136852351
Pangui 1,43.2499466707708,66.2107581163551
Pangui 1,33.6772747908283,69.9758236247158
Pangui 1,40.9098424589779,61.5644176193049
Pangui 1,32.5214984191729,67.4009065872802
Pangui 1,33.8392758494808,59.5606479840574
Pangui 1,38.4918746437407,65.9037441693353
Pangui 1,32.5618354533008,58.2491407373993
Pangui 1,31.3259134773566,66.5332829977794
Pangui 1,30.5360653573208,64.7419239689971
Pangui 1,36.7099522718502,66.0802928305063
Pangui 1,37.0006793621127,70.3345499168918
Pangui 1,39.0617855969296,52.0632525347028
Pangui 1,37.8290804109471,60.1457649226485
Pangui 1,30.6152071925608,63.4772541883934
Pangui 1,34.4544631234852,63.1549923401721
Pangui 1,30.856918218232,70.8066485986212
Pangui 1,37.7819483146887,64.095509288963
Pangui 1,38.713031259056,66.200967691042
Pangui 1,30.3953096423755,60.2478453986858
Pangui 1,29.5067579493567,69.6170455366401
Pangui 1,36.250122552289,65.9379274914156
Pangui 1,33.6242935620914,61.5331135856242
Pangui 1,26.9294575719496,60.4935566971279
Pangui 1,32.374988326322,63.1397029141622
Pangui 1,29.7128478663224,64.2570725192697
Pangui 1,34.2009791327224,67.2622400382319
Pangui 1,38.2737682169585,61.0614985774223
Pangui 1,36.5531392228316,69.6670560736439
Pangui 1,29.2536912325599,74.4749273812164
Pangui 1,35.2073814961935,66.5146438489527
Pangui 1,41.1057757391725,72.7177774970088
Pangui 1,36.3013136431613,63.4345255183197
Pangui 1,27.8010033924111,73.2948458195625
Pangui 1,32.469717513762,65.5323474405992
Pangui 1,34.874542014282,68.0172010389417
Pangui 1,34.0412196391032,62.9077818903041
Pangui 1,38.8923783787202,64.8219094860755
Pangui 1,32.6077403500021,65.6419445379665
Pangui 1,33.8105917993551,60.1241176669577
Pangui 1,36.8217113300793,66.8487749488486
Pangui 1,36.5092160546953,64.0352821781092
Pangui 1,28.3323533577001,58.8799862562109
Pangui 1,37.6938583346099,68.3557147027693
Pangui 1,33.1983333682995,66.1848833508951
Pangui 1,38.3128993600396,70.1684796494624
Pangui 1,37.2862369116478,65.5152576095765
Pangui 1,34.2341892994891,66.3443612773538
Pangui 1,36.4243411027635,61.7850306225121
Pangui 1,33.6389631424115,66.7202259833306
Pangui 1,34.6093258036312,60.4945617386875
Pangui 1,38.2033422779538,70.6784047581541
Pangui 1,35.0687501433784,64.992800263743
Pangui 1,37.2749525076723,70.3641969796215
Pangui 1,32.6626565199855,60.1495748833506
Pangui 1,37.2340393378372,62.9817944852267
Pangui 1,33.1919549956812,62.9965833852949
Pangui 1,35.4861100359493,68.0269765715502
Pangui 1,34.4289515628702,60.7038676411695
Pangui 1,34.4876810064524,68.4985319529464
Pangui 1,26.9559597296599,65.8963347028524
Pangui 1,34.2306443176111,63.7078487577662
Pangui 1,33.8352090325451,68.7475736467191
Pangui 1,31.6385163646436,62.4945257597678
Pangui 1,38.6380429947205,64.5041696189119
Pangui 1,35.3395160680745,59.8917704601408
Pangui 1,26.1072176861149,69.2075227828602
Pangui 1,37.439505042149,68.3768882640481
Pangui 1,38.8830751891052,63.6264041811787
Pangui 1,28.0669436663451,61.7979008820097
Pangui 1,34.1583138979996,50.9818662021198
Pangui 1,31.7677308050675,68.8926171835987
Pangui 1,41.6610895890053,58.1301865636932
Pangui 1,35.9372881266334,59.8478316207217
Pangui 1,32.2800185758659,65.0237466925232
Pangui 1,33.0443547472629,63.0735819122488
Pangui 1,25.9035962874932,68.1862587268622
Pangui 1,30.58364184716,68.2759769654654
Pangui 1,36.4239383158588,67.8632013213562
Pangui 1,39.1082190871722,67.0675765175379
Pangui 1,33.316851221903,63.4344578340699
Pangui 1,33.9192347460031,66.410321141993
Pangui 1,35.5316615469859,75.2525386173306
Pangui 1,29.2505924140983,65.6407154439082
Pangui 1,32.2330713063641,64.4453341265419
Pangui 1,32.0047803857843,65.1471907742138
Pangui 1,26.041253855518,75.363687989284
Pangui 1,32.9358335266753,66.3434831842083
Pangui 1,42.5339776534963,66.6777272457603
Pangui 1,39.5688708481524,64.9262089329513
Pangui 1,35.1205422586329,66.3828816213814
Pangui 1,33.3489925321836,61.5093144191128
Pangui 1,41.1172240264436,58.5674856331566
Pangui 1,31.2553873757397,71.741049970546
Pangui 1,36.0549690994479,66.5758477516983
Pangui 1,33.898208430838,63.6711819224955
Pangui 1,35.2869738286339,60.6981289038089
Pangui 1,33.1799768191497,59.0490741732252
Pangui 1,34.0146477298642,74.8294227021745
Pangui 1,32.1801444465483,66.0046015165814
Pangui 1,42.4025353608699,66.5962981903848
Pangui 1,38.2796838868971,64.5775468477435
Pangui 1,28.0381723950619,62.8734087138524
Pangui 1,35.0359729996638,65.747137444721
Pangui 1,28.5119923635127,59.5130008954171
Pangui 1,43.6478506514072,63.4334557691948
Pangui 1,33.152582021319,65.3732077758692
Pangui 1,37.7641102877531,71.3387788767628
Pangui 1,42.1142162735404,65.1984590081733
Pangui 1,36.6350146750378,56.8365554177593
Pangui 1,30.8413666003864,65.1927334500452
Pangui 1,31.7271616836322,59.6915116154207
Pangui 1,31.944412590928,66.9378717237726
Pangui 1,33.3861782938364,65.1883883613248
Pangui 1,33.5252714855599,63.0675269098496
Pangui 1,36.096490110494,71.9953378016586
Pangui 1,34.813278746249,60.0128834794189
Pangui 1,32.3076359248364,65.3746694223272
Pangui 1,33.4219033452217,66.1904138422063
Pangui 1,38.0665940143935,62.2455204771304
Pangui 1,36.7757499371352,68.2685963515074
Pangui 1,27.7501035214891,60.4667173379911
Pangui 1,31.4253895103693,73.0593081541415
Pangui 1,30.3493789610643,58.1558678347702
Pangui 1,29.9623129987749,60.6817147092779
Pangui 1,32.032681606142,68.851424981372
Pangui 1,35.9493756018796,71.1434007001775
Pangui 1,33.0682004026955,56.0542177357032
Pangui 1,43.1778831148052,72.8897206537386
Pangui 1,28.0837994314977,68.0480360052474
Pangui 1,37.7570586791176,68.8258251220209
Pangui 1,33.5708636283344,58.9249809613748
Pangui 1,36.4689779601385,67.3105573093329
Pangui 1,35.2272151572841,67.4152958370173
Pangui 1,31.6507336948969,69.3532233379995
Pangui 1,39.3591428451823,68.3363964950089
Pangui 1,35.0563388193466,65.7278668920622
Pangui 1,29.3399974154788,65.0148347930688
Pangui 1,32.631714725716,66.6536537569012
Pangui 1,34.3772117739204,69.952493792535
Pangui 1,32.8817707876859,60.973939406234
Pangui 1,34.6793087599918,62.3721752728022
Pangui 1,32.2720609828509,62.0997399397813
Pangui 1,29.0453246172762,67.7151319680914
Pangui 1,39.6902052883376,63.1525683247343
Pangui 1,32.0641560902132,64.8293910871255
Pangui 1,35.6975114213915,69.778472358868
Pangui 1,34.6094409665852,66.4977804362155
Pangui 1,35.1158692424942,70.625359145816
Pangui 1,30.6520306556927,62.7927561031615
Pangui 1,36.6114109883082,66.7112395864138
Pangui 1,30.3437242871454,66.3611786403856
Pangui 1,29.2190844900444,67.9388561453008
Pangui 1,39.4457446256511,68.6504934731707
Pangui 1,37.4134092028477,71.7484064869992
Pangui 1,40.1968785172769,66.7641140634563
Pangui 1,37.0363307335076,58.9471625043222
Pangui 1,33.4612053289995,66.2803330144485
Pangui 1,35.2561458448712,71.7208165448598
Pangui 1,34.9327033944954,67.3005649497894
Pangui 1,28.4146396085227,68.7264398656167
Pangui 1,30.2984544977737,60.9933438880984
Pangui 1,34.5529246462292,71.1574833095312
Pangui 1,28.2859245533818,59.182116483425
Pangui 1,35.3015051810975,59.3009501734157
Pangui 1,29.2151934695621,70.5277401193868
Pangui 1,41.945021628113,66.2454966228206
Pangui 1,33.5276449096042,59.8094691648461
Pangui 1,34.2420288543115,63.2357091310411
Pangui 1,36.044403548275,64.1136113796991
Pangui 1,37.6056434008754,58.4438922351897
Pangui 1,26.2011595809459,64.1997150929749
Pangui 1,34.7620770318804,63.3002891368816
Pangui 1,39.6855683275527,67.8523020581731
Pangui 1,35.9089277040059,59.5583197389698
Pangui 1,33.5516417803189,61.1859343175705
Pangui 1,35.4320099796807,64.9090792898575
Pangui 1,32.7976658693745,68.7293953352177
Pangui 1,34.6689680261767,64.0536058344174
Pangui 1,28.4958048219289,75.6299059426949
Pangui 1,41.5368054259828,66.3191995421734
Pangui 1,28.3131960874278,68.5238580290408
Pangui 1,30.2322619631994,64.3848015794791
Pangui 1,31.1360331336794,62.3487091778322
Pangui 1,28.1965757542018,63.9956328385838
Pangui 1,38.6151653130126,71.0722163124014
Pangui 1,25.7340174587157,70.2634227124317
Pangui 1,36.8158013083571,67.0129801143371
Pangui 1,28.9810730763745,70.2775392678378
Pangui 1,28.6998236943144,61.3395007055929
Pangui 1,28.3217655495989,71.0293597264826
Pangui 1,28.4290842896682,66.1394425550003
Pangui 1,30.3399107081625,64.5392450992891
Pangui 1,27.8912017025732,60.9836727047782
Pangui 1,28.8859415794995,62.7950561286258
Pangui 1,38.5801926684141,64.0149918319639
Pangui 1,24.6308631568824,61.7055279575719
Pangui 1,31.3940981870693,69.1721784086253
Pangui 1,34.0948517511279,59.2672251349012
Pangui 1,39.4378581040627,68.9799683302673
Pangui 1,37.4051420505017,68.5123396099439
Pangui 1,33.2598117956214,55.112510867533
Pangui 1,33.7340871394613,65.982088308165
Pangui 1,33.2695939501321,65.3016985105812
Pangui 1,31.635244850972,69.5315157755959
Pangui 1,35.72843631756,59.5441453744173
Pangui 1,37.3065258175444,70.9846451228855
Pangui 1,37.0220584658885,65.2383311557085
Pangui 1,32.275261937702,62.1999016638136
Pangui 1,28.3295918583411,74.3889706199157
Pangui 1,31.4626510963305,60.3028852550143
Pangui 1,35.1048859737382,71.5085018224666
Pangui 1,34.9626331331053,67.9205207237243
Pangui 1,27.1699253292035,62.8049871224662
Pangui 1,42.4635374253673,62.0645487005911
Pangui 1,33.0074451136577,61.6050128090341
Pangui 1,35.40522980761,62.711530269368
Pangui 1,31.1326616247284,65.967634318241
Pangui 1,30.0578274572284,63.9989707412394
Pangui 1,38.1301991168693,64.0728813280616
Pangui 1,35.6858099899878,62.4563859302504
Pangui 1,31.8475322747001,61.6180620009797
Pangui 1,29.4053812479954,63.2339641284547
Pangui 1,36.9503537547396,55.8430243287209
Pangui 1,39.2573098933366,69.6898165008418
Pangui 1,32.9085031116445,65.5388847891263
Pangui 1,31.1896321433245,62.9909360158676
Pangui 1,33.2523651409989,70.575716357039
Pangui 1,28.0242753836786,68.4065542497257
Pangui 1,33.3062843408809,62.9583854616279
Pangui 1,29.5123318404867,66.6066680595642
Pangui 1,35.6588229539779,60.6076489623156
Pangui 1,33.1575209411846,62.3000482137855
Pangui 1,35.0704933469757,66.4557429869372
Pangui 1,38.3274294612361,64.2386332511096
Pangui 1,34.9642665500078,67.9005436066145
Pangui 1,27.8531814727322,62.7616292522719
Pangui 1,31.0164628683813,61.6938965121203
Pangui 1,33.8781349800852,54.7158841348418
Pangui 1,38.7259512725474,71.0672915393282
Pangui 1,34.7857777504463,63.5794881395159
Pangui 1,25.0334738485914,57.588363022986
Pangui 1,41.3274518463858,65.6416791435905
Pangui 1,38.1012754723203,65.9511047127967
Pangui 1,39.3157891732011,70.374795709393
Pangui 1,33.351097263258,60.4577652501213
Pangui 1,29.9756535291393,74.2053195182518
Pangui 1,35.5550197922139,69.0542158468592
Pangui 1,36.192230977469,72.4815979969505
Pangui 1,32.3450980484936,67.9983417235501
Pangui 1,32.14440706568,68.2038021297145
Pangui 1,32.3397913492141,67.3618205508876
Pangui 1,34.0425060769675,78.6831405520709
Pangui 1,32.8987443165818,62.7944523834188
Pangui 1,34.909336648897,63.0308504526973
