Cúmulo,RA,DEC
Pangui 1,30.67638813234186,65.15989997269762
Pangui 1,31.986129545008215,68.16492437120336
Pangui 1,36.9655354519052,58.213676119795586
Pangui 1,34.88966166729123,63.589242929347854
Pangui 1,37.16720726437561,61.69847254397944
Pangui 1,31.296900798116123,69.42542775477148
Pangui 1,39.05489589132421,68.95487157853128
Pangui 1,33.744618100708365,64.96203707913361
Pangui 1,33.92402916120531,68.4667582528677
Pangui 1,38.73433992164099,71.96850874700905
Pangui 1,32.25929594020215,74.59306742800618
Pangui 1,32.736352277356104,64.6283708588034
Pangui 1,31.850710150646915,70.11544955286584
Pangui 1,32.05060897537886,65.83629598014244
Pangui 1,31.034034936542223,63.127531046962844
Pangui 1,35.369277562760345,61.545113558394355
Pangui 1,37.17489961918502,58.43666352781566
Pangui 1,30.836212778598615,59.65901573303664
Pangui 1,30.363507617187807,58.99914484417593
Pangui 1,33.649479153371864,65.85498799550948
Pangui 1,31.66461645235196,66.21227602366179
Pangui 1,34.107411611747324,64.93792436854221
Pangui 1,30.112352951989294,65.98926773565417
Pangui 1,34.48009374787116,70.86134917771408
Pangui 1,36.534347867040076,67.56001598639928
Pangui 1,34.45319076057903,69.36428844382715
Pangui 1,31.021598905718957,69.00152268797737
Pangui 1,27.006573251666204,66.20372753544865
Pangui 1,26.318990537328652,74.38585146727675
Pangui 1,34.26440903444255,62.939679160789545
Pangui 1,27.681711426455422,68.75673113615045
Pangui 1,37.007125619531244,67.93464983214633
Pangui 1,26.25606175666998,68.15931231961244
Pangui 1,29.764997063456537,61.341981622915824
Pangui 1,41.08131151985526,64.97150754179627
Pangui 1,28.195208331416005,69.56471878106098
Pangui 1,33.975329269650594,70.07758341745058
Pangui 1,42.82207031477536,67.26259898866854
Pangui 1,29.78425859167213,62.09243965027367
Pangui 1,33.8366581490514,74.27310467810943
Pangui 1,39.62926510476175,69.04632995567566
Pangui 1,36.22474185226287,67.69380405764404
Pangui 1,37.49232675662764,68.84432345819214
Pangui 1,39.36317737304447,66.40983808119907
Pangui 1,32.350094145879794,59.506504763109795
Pangui 1,32.5137001494151,64.77522004471759
Pangui 1,38.80275667684527,64.07867512532158
Pangui 1,31.780376336552703,68.1115260559905
Pangui 1,49.79161212734479,69.08603051650965
Pangui 1,44.07403849398128,58.53138475095441
Pangui 1,31.309968751204046,58.22458502955085
Pangui 1,34.5634364216584,66.33974343102201
Pangui 1,31.45099035037413,59.358407109232694
Pangui 1,31.868456002455208,68.11415599861314
Pangui 1,36.15894140564501,65.33065087132593
Pangui 1,33.92970183499799,66.74520340858012
Pangui 1,37.68829079509653,65.42857644549008
Pangui 1,25.00940575478721,63.799827197973116
Pangui 1,32.01312839256343,64.07414984743912
Pangui 1,32.30478037545739,59.861678457442586
Pangui 1,39.1773627024121,70.04363960365005
Pangui 1,33.898731249958345,67.03044839695124
Pangui 1,30.65495443337912,61.35493491744178
Pangui 1,29.211193020859323,67.5159583993428
Pangui 1,33.36327712606137,66.42212204581159
Pangui 1,31.935283613344488,69.47897378716185
Pangui 1,34.41714641159133,61.43901274349627
Pangui 1,32.47186431806243,66.8979858825784
Pangui 1,31.996714589887187,64.8214090043115
Pangui 1,34.08174175704362,60.73544649595056
Pangui 1,40.7612300986983,62.54316376545373
Pangui 1,34.2068207773831,65.21683208553134
Pangui 1,36.10651815974642,68.6176334381598
Pangui 1,29.134854783092177,59.2993848492802
Pangui 1,30.350890781792245,65.16900235335677
Pangui 1,30.31531842585528,65.97622809449565
Pangui 1,35.355395076911236,63.35182873516786
Pangui 1,31.704032456867104,63.90717797465084
Pangui 1,29.866429363737932,65.726438633353
Pangui 1,36.54014659469217,63.584302922872304
Pangui 1,31.223895032624483,68.23700516264425
Pangui 1,29.17977626299808,64.61355799079979
Pangui 1,27.28880417797875,61.83885415614205
Pangui 1,35.531778823039396,72.82863618252615
Pangui 1,24.44783888662829,66.72591702187995
Pangui 1,36.55150461781439,65.74862258149487
Pangui 1,32.58346131778387,65.06516159904338
Pangui 1,39.59761697598114,64.20582821365431
Pangui 1,37.0263255514954,69.87179533146339
Pangui 1,37.503728981968635,64.61415193366163
Pangui 1,36.371397646583695,57.149582447818716
Pangui 1,32.01321194172477,64.9244168427878
Pangui 1,35.42269584201644,58.04598344559669
Pangui 1,39.35791713961546,60.374399933536296
Pangui 1,31.548528705687577,67.38049911838678
Pangui 1,38.283889249842105,71.14533961821445
Pangui 1,33.43281643053926,65.88523122384075
Pangui 1,26.34049105598139,67.68478357108265
Pangui 1,38.487262012331406,60.72977258413569
Pangui 1,31.831413070140542,67.63372065190453
Pangui 1,29.805573955940634,64.05863668843865
Pangui 1,33.888139410543,60.419816974004945
Pangui 1,37.9191809039335,70.42231833946964
Pangui 1,32.806500718634794,61.681108446693194
Pangui 1,32.008949018764305,63.49865152201459
Pangui 1,42.43510674298602,66.22916783951621
Pangui 1,35.93970036515295,62.57339995297408
Pangui 1,35.483182583185716,56.54106762138275
Pangui 1,34.42964095212979,65.1029950246976
Pangui 1,38.63423718494541,63.38038326349949
Pangui 1,36.70953870819894,65.67772819833603
Pangui 1,32.65236586551505,61.00812643092613
Pangui 1,31.605938504825055,66.75814629762927
Pangui 1,30.992096055297996,68.03872408220478
Pangui 1,28.855802658236417,70.02551993604011
Pangui 1,32.90690284071332,58.854684545698746
Pangui 1,32.71909397040959,66.03226812317348
Pangui 1,29.247598026100462,63.4776882301477
Pangui 1,31.750104688348856,64.38636113223869
Pangui 1,36.81546315888136,63.7169387085686
Pangui 1,30.13646028478493,67.19972741307787
Pangui 1,41.361057655725475,74.21667113244155
Pangui 1,34.97112405882938,61.50104119732082
Pangui 1,33.2606726404296,70.67641506394531
Pangui 1,36.798849887715896,66.94912726313288
Pangui 1,42.20773242376125,63.921354359576405
Pangui 1,30.22503943915202,68.34817274158581
Pangui 1,31.131651939145126,63.53034789839372
Pangui 1,31.91913482916373,65.0951133754004
Pangui 1,34.63974531106487,63.30002482556924
Pangui 1,23.13619039341082,68.88790480693814
Pangui 1,33.65060548688195,63.33925498319023
Pangui 1,33.59103177682212,69.11655443078517
Pangui 1,31.902218696489243,65.91861115349742
Pangui 1,35.57521238241595,58.97410575050918
Pangui 1,36.82787325345437,62.972271210657375
Pangui 1,33.69571385703708,65.22197859045458
Pangui 1,39.74817241955682,78.49481210348918
Pangui 1,38.268435165015845,69.87917326926416
Pangui 1,33.05388322176652,64.76505504551925
Pangui 1,35.37664703273034,61.52912808085872
Pangui 1,25.326938885609646,67.74146912438859
Pangui 1,31.856333604673424,71.88403894249757
Pangui 1,33.72798461301502,71.84744666707348
Pangui 1,26.348610753605897,67.97480685459963
Pangui 1,30.008443655856045,67.66220386422071
Pangui 1,32.241649511908165,61.77262281216282
Pangui 1,23.89569496654971,67.05322480100982
Pangui 1,32.88983956784997,60.567693238035176
Pangui 1,31.797138732332208,67.33171677977909
Pangui 1,38.011326465847276,65.62763970521007
Pangui 1,40.497479947784065,67.35860581943794
Pangui 1,38.73307043107864,68.05039096512438
Pangui 1,32.63372441344851,58.67341350571811
Pangui 1,24.60241998955027,60.250366676383926
Pangui 1,38.305321927845334,57.50932586761001
Pangui 1,31.032255972627187,72.85307635618598
Pangui 1,29.601004214056378,68.10507460204487
Pangui 1,35.94722311436569,64.21363401747863
Pangui 1,28.521595413159723,71.73879299528797
Pangui 1,36.619947611721614,55.46286321300098
Pangui 1,38.55998750948742,65.83094144283743
Pangui 1,37.11757867143756,67.28279349485292
Pangui 1,36.40108498701773,58.51254949474597
Pangui 1,25.392949095792233,53.94080284924021
Pangui 1,33.082495389455055,66.81880099393567
Pangui 1,37.22026248904265,62.41930432416118
Pangui 1,36.28154733680088,61.86495070178217
Pangui 1,30.990107963436323,68.44876958081493
Pangui 1,31.355867860625438,68.3630130348097
Pangui 1,36.4226087511628,65.4652238888569
Pangui 1,38.38714425729926,77.07633513010194
Pangui 1,39.32396741532746,65.26150550916152
Pangui 1,39.00474929126556,67.32299895494022
Pangui 1,32.00680005370802,68.91302314390298
Pangui 1,25.737883463387963,62.0937375115844
Pangui 1,32.552551588339334,70.23564497382664
Pangui 1,28.379002014522506,74.08519044444333
Pangui 1,40.06700749246067,67.77253266267142
Pangui 1,35.131964718405705,63.76541611451024
Pangui 1,28.500443447258093,66.0298972075596
Pangui 1,34.61867254446055,69.04904001128038
Pangui 1,37.28069220226881,64.26447748422198
Pangui 1,30.739906362171837,63.56768210008886
Pangui 1,26.597310766864492,69.2312815220366
Pangui 1,30.975310453813364,60.39266851890806
Pangui 1,26.52868646236624,58.95426280344561
Pangui 1,31.27747346531239,61.81685987596445
Pangui 1,27.301556493081,67.77797556763947
Pangui 1,38.3596745076094,65.97331327637842
Pangui 1,30.028700237299493,69.24487685474749
Pangui 1,33.055344592637276,58.12986655469634
Pangui 1,31.95176363396778,60.435795325352444
Pangui 1,33.89888065718136,60.812740362891816
Pangui 1,26.884185097420193,68.5098580399132
Pangui 1,38.733421606039215,56.86099679970901
Pangui 1,35.71374043719631,64.70033946786425
Pangui 1,33.88710546050381,65.97353357176291
Pangui 1,35.21400890453617,64.8722402034028
Pangui 1,38.39183472025224,71.65579759141576
Pangui 1,27.655357975338504,64.60026897824186
Pangui 1,29.842423675300402,67.00432969723573
Pangui 1,30.44508523229241,71.66500103725632
Pangui 1,32.44022503979744,75.84143600833356
Pangui 1,39.379329824852206,63.098720319637884
Pangui 1,33.151476360796494,64.39922170989601
Pangui 1,39.8629399348594,63.943056934796495
Pangui 1,38.82663478140122,72.3048158612716
Pangui 1,32.907497737093,62.54968033915554
Pangui 1,34.56840117415969,62.807447150658696
Pangui 1,29.992038361976075,63.90285377538346
Pangui 1,29.218760934512193,69.32696888777113
Pangui 1,27.678408052000222,64.24348322672127
Pangui 1,36.455693271348444,55.57792853053587
Pangui 1,35.208546702296395,64.90712711698477
Pangui 1,41.45617796648924,61.48888463514983
Pangui 1,36.9334685951097,58.55454581294599
Pangui 1,29.477515914334862,61.07071260116901
Pangui 1,29.568518082033474,57.82371278270671
Pangui 1,30.443760060450142,65.89981968299267
Pangui 1,35.884475512956556,70.57022338469328
Pangui 1,33.59679023166834,68.21798099958546
Pangui 1,39.80716435300134,58.462777807106704
Pangui 1,32.699099391227364,67.4437809399985
Pangui 1,28.778650303841605,67.46956519390606
Pangui 1,36.8460845052801,66.90626571104198
Pangui 1,33.309417264578016,66.17006354447952
Pangui 1,36.843710614937194,64.63207033890058
Pangui 1,34.85466124282534,62.95913137484117
Pangui 1,33.628625673398226,60.683543537208465
Pangui 1,35.441100297009015,65.06767594949318
Pangui 1,28.5355537544068,73.17656920513696
Pangui 1,38.64911968700715,66.36794647732978
Pangui 1,33.316919495244896,71.17455693956015
Pangui 1,41.91980887312362,66.48125787453665
Pangui 1,34.59830347303571,69.53150473404193
Pangui 1,29.346481266336806,60.19233713885169
Pangui 1,37.92637647427158,66.42832981455048
Pangui 1,38.685978202065826,61.896968547850335
Pangui 1,31.083661500010564,61.86687624407212
Pangui 1,35.951334375919416,64.93005923515753
Pangui 1,34.702017025230475,67.34826620566547
Pangui 1,33.079757352211615,58.090125782555
Pangui 1,40.62737833955864,62.48365406904187
Pangui 1,30.732866105001044,62.212969862502504
Pangui 1,34.39564516113535,65.51690738159279
Pangui 1,32.621273533917275,65.44779584369103
Pangui 1,33.87994850093584,61.838876813762006
Pangui 1,33.21442624339612,61.36400801787334
Pangui 1,36.0836117614712,66.3236174703463
Pangui 1,33.48174887760577,58.983896715423406
Pangui 1,40.24840762755032,66.14561501290724
Pangui 1,38.229196356264346,65.38718916426387
Pangui 1,31.988539355338013,67.77641212279639
Pangui 1,32.73860578276141,69.0050307648116
Pangui 1,34.376947892804615,57.91915594322392
Pangui 1,33.774491728755564,70.58909515121456
Pangui 1,36.270480813477356,69.58924855395051
Pangui 1,33.39632992241131,65.06987302628538
Pangui 1,38.95017588725104,61.7349361665949
Pangui 1,32.70608467909595,63.74971868934135
Pangui 1,38.52006818113778,58.10953879569771
Pangui 1,33.20864616003464,67.58756738955832
Pangui 1,30.83886423887845,71.04406397258812
Pangui 1,30.47072679343302,62.95844050664582
Pangui 1,35.46069618828714,63.07956687986998
Pangui 1,38.07516949173106,67.62235806008673
Pangui 1,38.03948590524253,63.47102413360834
Pangui 1,25.965276373326667,71.5388588954803
Pangui 1,31.658566778122704,65.96903311987059
Pangui 1,28.941937365035827,67.2930536546739
Pangui 1,37.3857816945813,64.71417791818962
Pangui 1,40.4015876104847,67.29881169565651
Pangui 1,36.04234637557301,65.8963049075795
Pangui 1,32.43798228472712,62.354849696429184
Pangui 1,33.3212891418974,74.04997306903626
Pangui 1,35.145218246390996,62.24798527041491
Pangui 1,31.025663077300717,74.54588688491988
Pangui 1,37.240875706781324,64.7674727852166
Pangui 1,30.867534290941112,68.62940518984215
Pangui 1,34.83565409326651,69.06064398108137
Pangui 1,28.161961429172468,68.22240127988641
Pangui 1,30.70782286413211,64.66167377926088
Pangui 1,21.64417120464005,66.88481968783171
Pangui 1,25.615299438069478,58.86894405685573
Pangui 1,38.40733164717276,63.898847952727415
Pangui 1,20.493324464834643,67.09282957667413
Pangui 1,35.742973425977745,62.28764375113032
Pangui 1,30.235070002714185,63.88284099008979
Pangui 1,35.26614837141528,63.33841297630672
Pangui 1,31.15484671920956,62.25429555443812
Pangui 1,35.68372342666445,69.66222228227808
Pangui 1,26.73424870131083,64.76656022399953
Pangui 1,30.773166049030568,69.93651269143132
Pangui 1,29.6967125044952,69.06794874193517
Pangui 1,33.03553300055448,66.09139809998999
Pangui 1,38.2623232504578,62.50057554630872
Pangui 1,37.32514616903956,66.1941882286328
Pangui 1,32.054806333492884,72.71460879442166
Pangui 1,32.36069569366753,68.0886124256255
Pangui 1,38.24667776637515,66.44909868972293
Pangui 1,30.16394184999128,69.41747699723541
Pangui 1,38.06037240446048,60.79581368523505
Pangui 1,43.24994667077078,66.21075811635505
Pangui 1,33.67727479082826,69.97582362471583
Pangui 1,40.90984245897791,61.56441761930491
Pangui 1,32.52149841917293,67.40090658728018
Pangui 1,33.839275849480785,59.56064798405744
Pangui 1,38.491874643740665,65.90374416933527
Pangui 1,32.56183545330076,58.24914073739926
Pangui 1,31.325913477356618,66.53328299777937
Pangui 1,30.536065357320794,64.74192396899707
Pangui 1,36.70995227185021,66.08029283050631
Pangui 1,37.00067936211274,70.33454991689175
Pangui 1,39.06178559692963,52.063252534702805
Pangui 1,37.82908041094708,60.14576492264849
Pangui 1,30.61520719256078,63.47725418839335
Pangui 1,34.45446312348522,63.15499234017212
Pangui 1,30.856918218232003,70.80664859862117
Pangui 1,37.78194831468871,64.09550928896296
Pangui 1,38.71303125905601,66.20096769104204
Pangui 1,30.395309642375494,60.24784539868579
Pangui 1,29.506757949356658,69.61704553664005
Pangui 1,36.25012255228895,65.93792749141556
Pangui 1,33.62429356209137,61.5331135856242
Pangui 1,26.929457571949595,60.49355669712794
Pangui 1,32.37498832632197,63.13970291416215
Pangui 1,29.71284786632235,64.25707251926968
Pangui 1,34.20097913272241,67.2622400382319
Pangui 1,38.27376821695846,61.061498577422256
Pangui 1,36.5531392228316,69.6670560736439
Pangui 1,29.253691232559856,74.47492738121635
Pangui 1,35.207381496193456,66.51464384895272
Pangui 1,41.105775739172515,72.71777749700884
Pangui 1,36.30131364316131,63.43452551831966
Pangui 1,27.801003392411054,73.29484581956247
Pangui 1,32.46971751376197,65.5323474405992
Pangui 1,34.87454201428204,68.01720103894165
Pangui 1,34.041219639103176,62.907781890304086
Pangui 1,38.89237837872022,64.82190948607554
Pangui 1,32.607740350002054,65.64194453796645
Pangui 1,33.8105917993551,60.12411766695769
Pangui 1,36.82171133007925,66.84877494884861
Pangui 1,36.50921605469525,64.03528217810924
Pangui 1,28.332353357700114,58.87998625621091
Pangui 1,37.69385833460992,68.3557147027693
Pangui 1,33.1983333682995,66.18488335089505
Pangui 1,38.312899360039616,70.16847964946238
Pangui 1,37.28623691164781,65.51525760957654
Pangui 1,34.234189299489124,66.34436127735376
Pangui 1,36.424341102763535,61.785030622512124
Pangui 1,33.638963142411455,66.72022598333064
Pangui 1,34.609325803631165,60.49456173868754
Pangui 1,38.20334227795378,70.67840475815409
Pangui 1,35.06875014337836,64.99280026374296
Pangui 1,37.27495250767229,70.36419697962154
Pangui 1,32.6626565199855,60.149574883350596
Pangui 1,37.234039337837174,62.98179448522673
Pangui 1,33.19195499568123,62.996583385294926
Pangui 1,35.486110035949274,68.02697657155016
Pangui 1,34.42895156287018,60.70386764116954
Pangui 1,34.48768100645238,68.49853195294644
Pangui 1,26.955959729659906,65.89633470285243
Pangui 1,34.23064431761105,63.70784875776622
Pangui 1,33.835209032545094,68.74757364671912
Pangui 1,31.63851636464355,62.49452575976782
Pangui 1,38.6380429947205,64.50416961891187
Pangui 1,35.33951606807454,59.89177046014084
Pangui 1,26.10721768611493,69.20752278286024
Pangui 1,37.43950504214898,68.37688826404805
Pangui 1,38.88307518910524,63.62640418117872
Pangui 1,28.066943666345058,61.79790088200971
Pangui 1,34.15831389799962,50.981866202119804
Pangui 1,31.767730805067504,68.89261718359872
Pangui 1,41.66108958900527,58.13018656369324
Pangui 1,35.93728812663336,59.84783162072173
Pangui 1,32.28001857586586,65.02374669252322
Pangui 1,33.044354747262865,63.07358191224876
Pangui 1,25.9035962874932,68.18625872686223
Pangui 1,30.58364184715996,68.27597696546539
Pangui 1,36.423938315858756,67.86320132135616
Pangui 1,39.108219087172195,67.0675765175379
Pangui 1,33.316851221903,63.434457834069875
Pangui 1,33.91923474600307,66.41032114199302
Pangui 1,35.53166154698591,75.25253861733056
Pangui 1,29.25059241409829,65.64071544390815
Pangui 1,32.23307130636414,64.4453341265419
Pangui 1,32.00478038578427,65.14719077421375
Pangui 1,26.041253855518047,75.36368798928397
Pangui 1,32.93583352667525,66.34348318420827
Pangui 1,42.53397765349628,66.67772724576027
Pangui 1,39.5688708481524,64.9262089329513
Pangui 1,35.12054225863289,66.38288162138144
Pangui 1,33.3489925321836,61.509314419112826
Pangui 1,41.11722402644356,58.567485633156565
Pangui 1,31.25538737573971,71.74104997054597
Pangui 1,36.05496909944792,66.57584775169826
Pangui 1,33.898208430838004,63.67118192249553
Pangui 1,35.28697382863393,60.698128903808914
Pangui 1,33.17997681914969,59.049074173225215
Pangui 1,34.01464772986418,74.82942270217451
Pangui 1,32.18014444654831,66.0046015165814
Pangui 1,42.40253536086988,66.59629819038484
Pangui 1,38.27968388689712,64.57754684774352
Pangui 1,28.038172395061878,62.87340871385235
Pangui 1,35.0359729996638,65.747137444721
Pangui 1,28.511992363512693,59.51300089541709
Pangui 1,43.6478506514072,63.43345576919475
Pangui 1,33.15258202131896,65.37320777586923
Pangui 1,37.76411028775313,71.3387788767628
Pangui 1,42.11421627354038,65.19845900817326
Pangui 1,36.635014675037795,56.83655541775931
Pangui 1,30.841366600386376,65.1927334500452
Pangui 1,31.72716168363219,59.69151161542068
Pangui 1,31.94441259092801,66.93787172377257
Pangui 1,33.386178293836366,65.18838836132478
Pangui 1,33.525271485559855,63.06752690984962
Pangui 1,36.09649011049399,71.99533780165855
Pangui 1,34.81327874624902,60.012883479418946
Pangui 1,32.30763592483635,65.37466942232723
Pangui 1,33.42190334522171,66.19041384220634
Pangui 1,38.06659401439352,62.24552047713038
Pangui 1,36.775749937135245,68.26859635150743
Pangui 1,27.75010352148908,60.46671733799105
Pangui 1,31.425389510369307,73.0593081541415
Pangui 1,30.349378961064275,58.15586783477022
Pangui 1,29.962312998774944,60.681714709277884
Pangui 1,32.032681606142006,68.85142498137199
Pangui 1,35.94937560187963,71.14340070017754
Pangui 1,33.068200402695474,56.05421773570323
Pangui 1,43.17788311480521,72.88972065373862
Pangui 1,28.08379943149769,68.04803600524741
Pangui 1,37.757058679117605,68.82582512202085
Pangui 1,33.57086362833437,58.924980961374835
Pangui 1,36.4689779601385,67.31055730933294
Pangui 1,35.227215157284064,67.41529583701731
Pangui 1,31.65073369489688,69.35322333799948
Pangui 1,39.35914284518234,68.33639649500888
Pangui 1,35.056338819346585,65.72786689206218
Pangui 1,29.33999741547876,65.01483479306883
Pangui 1,32.63171472571598,66.6536537569012
Pangui 1,34.377211773920386,69.95249379253504
Pangui 1,32.88177078768589,60.97393940623401
Pangui 1,34.679308759991784,62.37217527280219
Pangui 1,32.27206098285087,62.09973993978134
Pangui 1,29.045324617276158,67.71513196809137
Pangui 1,39.69020528833759,63.152568324734254
Pangui 1,32.06415609021319,64.82939108712549
Pangui 1,35.69751142139153,69.778472358868
Pangui 1,34.609440966585225,66.49778043621549
Pangui 1,35.11586924249417,70.62535914581596
Pangui 1,30.652030655692702,62.792756103161544
Pangui 1,36.61141098830816,66.71123958641383
Pangui 1,30.343724287145353,66.36117864038555
Pangui 1,29.21908449004444,67.93885614530083
Pangui 1,39.44574462565113,68.65049347317066
Pangui 1,37.41340920284768,71.74840648699917
Pangui 1,40.19687851727687,66.76411406345632
Pangui 1,37.03633073350761,58.94716250432219
Pangui 1,33.46120532899953,66.28033301444847
Pangui 1,35.25614584487115,71.7208165448598
Pangui 1,34.93270339449537,67.30056494978943
Pangui 1,28.414639608522673,68.72643986561671
Pangui 1,30.29845449777374,60.993343888098366
Pangui 1,34.55292464622921,71.15748330953123
Pangui 1,28.28592455338181,59.182116483425
Pangui 1,35.301505181097546,59.30095017341566
Pangui 1,29.21519346956213,70.52774011938675
Pangui 1,41.945021628113004,66.24549662282061
Pangui 1,33.52764490960418,59.80946916484612
Pangui 1,34.24202885431148,63.23570913104109
Pangui 1,36.044403548274985,64.11361137969911
Pangui 1,37.60564340087544,58.44389223518969
Pangui 1,26.20115958094589,64.19971509297493
Pangui 1,34.762077031880445,63.30028913688164
Pangui 1,39.685568327552716,67.85230205817308
Pangui 1,35.908927704005905,59.558319738969814
Pangui 1,33.55164178031891,61.185934317570485
Pangui 1,35.4320099796807,64.90907928985749
Pangui 1,32.797665869374484,68.72939533521772
Pangui 1,34.668968026176735,64.05360583441741
Pangui 1,28.495804821928935,75.62990594269493
Pangui 1,41.53680542598279,66.3191995421734
Pangui 1,28.313196087427833,68.52385802904078
Pangui 1,30.232261963199388,64.38480157947907
Pangui 1,31.1360331336794,62.34870917783219
Pangui 1,28.19657575420178,63.99563283858383
Pangui 1,38.61516531301257,71.07221631240137
Pangui 1,25.7340174587157,70.26342271243168
Pangui 1,36.81580130835707,67.01298011433711
Pangui 1,28.98107307637447,70.27753926783781
Pangui 1,28.6998236943144,61.33950070559287
Pangui 1,28.321765549598926,71.02935972648258
Pangui 1,28.429084289668182,66.13944255500026
Pangui 1,30.339910708162517,64.53924509928909
Pangui 1,27.891201702573245,60.98367270477815
Pangui 1,28.885941579499534,62.79505612862576
Pangui 1,38.58019266841405,64.0149918319639
Pangui 1,24.6308631568824,61.70552795757189
Pangui 1,31.3940981870693,69.17217840862531
Pangui 1,34.09485175112788,59.267225134901196
Pangui 1,39.43785810406274,68.97996833026728
Pangui 1,37.40514205050171,68.51233960994392
Pangui 1,33.259811795621445,55.11251086753296
Pangui 1,33.73408713946129,65.98208830816495
Pangui 1,33.26959395013214,65.30169851058122
Pangui 1,31.635244850972036,69.53151577559588
Pangui 1,35.728436317560025,59.54414537441733
Pangui 1,37.30652581754435,70.98464512288545
Pangui 1,37.022058465888534,65.23833115570848
Pangui 1,32.27526193770198,62.199901663813584
Pangui 1,28.32959185834108,74.38897061991565
Pangui 1,31.462651096330514,60.30288525501426
Pangui 1,35.10488597373824,71.50850182246663
Pangui 1,34.96263313310525,67.92052072372431
Pangui 1,27.169925329203483,62.804987122466194
Pangui 1,42.46353742536729,62.06454870059112
Pangui 1,33.00744511365765,61.605012809034065
Pangui 1,35.40522980760995,62.71153026936797
Pangui 1,31.132661624728428,65.96763431824095
Pangui 1,30.05782745722842,63.998970741239354
Pangui 1,38.13019911686934,64.07288132806156
Pangui 1,35.685809989987796,62.45638593025041
Pangui 1,31.84753227470013,61.61806200097965
Pangui 1,29.405381247995376,63.23396412845472
Pangui 1,36.950353754739595,55.84302432872086
Pangui 1,39.25730989333655,69.6898165008418
Pangui 1,32.9085031116445,65.5388847891263
Pangui 1,31.189632143324488,62.99093601586762
Pangui 1,33.25236514099888,70.57571635703897
Pangui 1,28.024275383678642,68.40655424972573
Pangui 1,33.306284340880936,62.958385461627884
Pangui 1,29.512331840486713,66.60666805956423
Pangui 1,35.65882295397786,60.60764896231555
Pangui 1,33.15752094118455,62.30004821378554
Pangui 1,35.070493346975674,66.45574298693715
Pangui 1,38.327429461236136,64.23863325110959
Pangui 1,34.96426655000777,67.90054360661448
Pangui 1,27.853181472732206,62.76162925227194
Pangui 1,31.01646286838132,61.6938965121203
Pangui 1,33.87813498008521,54.71588413484175
Pangui 1,38.72595127254736,71.06729153932822
Pangui 1,34.78577775044632,63.57948813951593
Pangui 1,25.03347384859144,57.588363022986
Pangui 1,41.32745184638581,65.64167914359052
Pangui 1,38.10127547232032,65.95110471279668
Pangui 1,39.31578917320108,70.374795709393
Pangui 1,33.35109726325797,60.457765250121334
Pangui 1,29.975653529139308,74.20531951825184
Pangui 1,35.55501979221391,69.05421584685918
Pangui 1,36.192230977469,72.48159799695047
Pangui 1,32.34509804849357,67.9983417235501
Pangui 1,32.14440706568,68.20380212971452
